EventId,EventTemplate,Occurrences
b1bf6bd0,STARTUP_MSG:,8
a6ec12be,"registered UNIX signal handlers for [TERM, HUP, INT]",8
ca7d7941,loaded properties from hadoop-metrics2.properties,8
4dc89700,Scheduled snapshot period at <*> second(s).,8
ea28bb80,DataNode metrics system started,8
36c4eccc,Initialized block scanner with targetBytesPerSec <*>,8
ffd414e5,Configured hostname is mesos-slave-<*>,8
ace4c92c,Starting DataNode with maxLockedMemory = <*>,8
3d7fb32e,Opened <*> server at <*>,16
e1172ff0,Balancing bandwith is <*> bytes/s,8
54f5a3a6,Number threads for balancing is <*>,8
a79a1702,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,8
6c498ce4,"Unable to initialize FileSignerSecretProvider, falling back to use random secrets.",8
ae24104c,Http request log for http.requests.datanode is not defined,8
a8927e0e,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),8
2a05a0cf,Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context <*>,24
8aa20788,Jetty bound to port <*>,8
bc800f0e,jetty-<*>.<*>.<*>,8
28a5c1a3,Started HttpServer2$SelectChannelConnectorWithSafeStartup@localhost:<*>,8
c7c8b64d,Listening HTTP traffic on <*>,8
0dee5972,dnUserName = hdfs,8
f9a92d32,supergroup = <*>,8
916d4a74,Using callQueue class java.util.concurrent.LinkedBlockingQueue,8
70066a26,Starting Socket Reader #<*> for port <*>,8
bcb7be44,Refresh request received for nameservices: null,8
1418307a,Starting BPOfferServices for nameservices: <default>,8
5aaa3cec,Block pool <*> (Datanode Uuid <*> service to mesos-master-<*><*> <*> <*> <*> <*>,18
ccc17099,IPC Server Responder: starting,8
73b103d7,IPC Server listener on <*>: starting,8
fd985bbf,Lock on <*> acquired by nodename <*>@mesos-slave-<*>,8
65223769,Storage directory <*> is not formatted for BP-<*>-<*>-<*>,2
59b3f5f5,Formatting ...,4
2368a53b,Analyzing storage directories for bpid BP-<*>-<*>-<*>,8
2763a875,Locking is disabled for <*>,8
e2965de5,Block pool storage directory <*> is not formatted for BP-<*>-<*>-<*>,2
6312c53f,Formatting block pool BP-<*>-<*><*> directory <*>,2
969b5bfb,Restored <*> block files from trash.,8
108790b9,Setting up storage: <*>,8
7cbe50ca,Generated and persisted new Datanode UUID <*>,2
5b21022b,Added new volume: <*>,8
7ca91e61,Added volume - <*> StorageType: DISK,8
707f9c7d,Registered FSDatasetState MBean,8
91934b40,Adding block pool BP-<*>-<*>-<*>,8
d8b875c3,Scanning block pool BP-<*>-<*><*> on volume <*>,8
41c61f4e,Time taken to scan block pool BP-<*>-<*><*> on <*> <*>,8
025361b9,Total time to scan all replicas for block pool BP-<*>-<*><*>: <*>,8
d79d59b9,Adding replicas to map for block pool BP-<*>-<*><*> on volume <*>,8
c62d5acb,Time to add replicas to map for block pool BP-<*>-<*><*> on volume <*> <*>,8
075fbe33,Total time to add all replicas to map: <*>,8
38db2205,Now scanning bpid BP-<*>-<*><*> on volume <*>,2
510c9310,Periodic Directory Tree Verification scan starting at <*> with interval <*>,8
5ac0d634,"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-9e42e490-1f2a-4aeb-923b-5fdb17af061f): finished scanning block pool BP-<*>-<*>-<*>",1
5ef13d01,Block pool Block pool BP-<*>-<*><*> (Datanode Uuid <*> service to mesos-master-<*><*> successfully registered with NN,10
54b32c16,For namenode mesos-master-<*><*> using DELETEREPORT_INTERVAL of <*> msec BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=<*>,8
9ed23455,Namenode Block pool BP-<*>-<*><*> (Datanode Uuid <*> service to mesos-master-<*><*> trying to claim ACTIVE state with txid=<*>,8
311e765c,Acknowledging ACTIVE Namenode Block pool BP-<*>-<*><*> (Datanode Uuid <*> service to mesos-master-<*><*>,8
645f15f7,"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-9e42e490-1f2a-4aeb-923b-5fdb17af061f): no suitable block pools found to scan. Waiting <*> ms.",1
