EventId,EventTemplate,Occurrences
b1bf6bd0,STARTUP_MSG:,18
a6ec12be,"registered UNIX signal handlers for [TERM, HUP, INT]",19
ca7d7941,loaded properties from hadoop-metrics2.properties,19
4dc89700,Scheduled snapshot period at <*> second(s).,19
ea28bb80,DataNode metrics system started,19
36c4eccc,Initialized block scanner with targetBytesPerSec <*>,19
ffd414e5,Configured hostname is mesos-slave-<*>,19
ace4c92c,Starting DataNode with maxLockedMemory = <*>,19
3d7fb32e,Opened <*> server at <*>,38
e1172ff0,Balancing bandwith is <*> bytes/s,19
54f5a3a6,Number threads for balancing is <*>,19
a79a1702,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,19
6c498ce4,"Unable to initialize FileSignerSecretProvider, falling back to use random secrets.",19
ae24104c,Http request log for http.requests.datanode is not defined,19
a8927e0e,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),19
2a05a0cf,Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context <*>,57
8aa20788,Jetty bound to port <*>,19
bc800f0e,jetty-<*>.<*>.<*>,19
28a5c1a3,Started HttpServer2$SelectChannelConnectorWithSafeStartup@localhost:<*>,19
c7c8b64d,Listening HTTP traffic on <*>,19
0dee5972,dnUserName = hdfs,19
f9a92d32,supergroup = <*>,19
916d4a74,Using callQueue class java.util.concurrent.LinkedBlockingQueue,19
70066a26,Starting Socket Reader #<*> for port <*>,19
bcb7be44,Refresh request received for nameservices: null,19
1418307a,Starting BPOfferServices for nameservices: <default>,19
5aaa3cec,Block pool <*> (Datanode Uuid <*> service to mesos-master-<*><*> <*> <*> <*> <*>,39
ccc17099,IPC Server Responder: starting,19
73b103d7,IPC Server listener on <*>: starting,19
912eaab0,"Retrying connect to server: mesos-master-<*><*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)",228299
76e65afa,Problem connecting to server: mesos-master-<*><*>,4517
fd985bbf,Lock on <*> acquired by nodename <*>@mesos-slave-<*>,18
65223769,Storage directory <*> is not formatted for BP-<*>-<*>-<*>,2
59b3f5f5,Formatting ...,4
2368a53b,Analyzing storage directories for bpid BP-<*>-<*>-<*>,18
2763a875,Locking is disabled for <*>,18
e2965de5,Block pool storage directory <*> is not formatted for BP-<*>-<*>-<*>,2
6312c53f,Formatting block pool BP-<*>-<*><*> directory <*>,2
969b5bfb,Restored <*> block files from trash.,18
108790b9,Setting up storage: <*>,18
7cbe50ca,Generated and persisted new Datanode UUID <*>,2
5b21022b,Added new volume: <*>,18
7ca91e61,Added volume - <*> StorageType: DISK,18
707f9c7d,Registered FSDatasetState MBean,18
91934b40,Adding block pool BP-<*>-<*>-<*>,18
d8b875c3,Scanning block pool BP-<*>-<*><*> on volume <*>,18
41c61f4e,Time taken to scan block pool BP-<*>-<*><*> on <*> <*>,18
025361b9,Total time to scan all replicas for block pool BP-<*>-<*><*>: <*>,18
d79d59b9,Adding replicas to map for block pool BP-<*>-<*><*> on volume <*>,18
c62d5acb,Time to add replicas to map for block pool BP-<*>-<*><*> on volume <*> <*>,18
075fbe33,Total time to add all replicas to map: <*>,18
38db2205,Now scanning bpid BP-<*>-<*><*> on volume <*>,2
510c9310,Periodic Directory Tree Verification scan starting at <*> with interval <*>,18
0028854d,"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-b02a541c-<*>-<*>-bc1d-8ad53504660f): finished scanning block pool BP-<*>-<*>-<*>",1
5ef13d01,Block pool Block pool BP-<*>-<*><*> (Datanode Uuid <*> service to mesos-master-<*><*> successfully registered with NN,20
54b32c16,For namenode mesos-master-<*><*> using DELETEREPORT_INTERVAL of <*> msec BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=<*>,18
ea309ecf,"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-b02a541c-<*>-<*>-bc1d-8ad53504660f): no suitable block pools found to scan. Waiting <*> ms.",2
9ed23455,Namenode Block pool BP-<*>-<*><*> (Datanode Uuid <*> service to mesos-master-<*><*> trying to claim ACTIVE state with txid=<*>,18
311e765c,Acknowledging ACTIVE Namenode Block pool BP-<*>-<*><*> (Datanode Uuid <*> service to mesos-master-<*><*>,18
d28ff9a5,"Successfully sent block report <*> containing <*> storage report(s), of which we sent <*>. The reports had <*> total blocks and used <*> RPC(s). This took <*> msec to generate and <*> msecs for RPC and NN processing. Got back one command: FinalizeCommand/<*>.",2707
c05e77b0,Got finalize command for block pool BP-<*>-<*>-<*>,2707
9bc8e9e2,IOException in offerService,18566
daed45de,RECEIVED SIGNAL <*>: SIGTERM,12
63c85797,SHUTDOWN_MSG:,12
a9e867f9,Cached dfsUsed found for <*> <*>,12
1030b16a,"VolumeScanner(/opt/hdfs/data, DS-95002c56-707d-<*>-<*>-0183a98f8a44): finished scanning block pool BP-<*>-<*>-<*>",7
9ef83e0b,"VolumeScanner(/opt/hdfs/data, DS-95002c56-707d-<*>-<*>-0183a98f8a44): no suitable block pools found to scan. Waiting <*> ms.",18
b09deff7,Receiving BP-<*>-<*><*>:<*>_<*> src: <*> dest: <*>,254734
596c3004,"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: <*>-ccb8-49f2-<*>-437980cd5139, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",233767
df560bef,"PacketResponder: BP-<*>-<*><*>:<*>_<*>, type=LAST_IN_PIPELINE, downstreams=<*>:[] terminating",83806
979bd337,"BlockPool BP-<*>-<*><*> Total blocks: <*>, missing metadata files:<*>, missing block files:<*>, missing blocks in memory:<*>, mismatched blocks:<*>",2701
68a678e2,Scheduling <*>_<*> file <*> for deletion,208857
b996505f,Deleted BP-<*>-<*><*> <*>_<*> file <*>,208857
321945eb,"PacketResponder: BP-<*>-<*><*>:<*>_<*>, type=HAS_DOWNSTREAM_IN_PIPELINE terminating",149961
148caa3f,Slow BlockReceiver write data to disk <*> (threshold=300ms),396
6660b6ef,Slow BlockReceiver write packet to mirror took <*> (threshold=300ms),80
6a686211,"VolumeScanner(/opt/hdfs/data, DS-95002c56-707d-<*>-<*>-0183a98f8a44): Scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning.",252
0e85af20,"VolumeScanner(/opt/hdfs/data, DS-95002c56-707d-<*>-<*>-0183a98f8a44) exiting because of exception",5
79d47cca,"VolumeScanner(/opt/hdfs/data, DS-95002c56-707d-<*>-<*>-0183a98f8a44) exiting.",5
68dfe22e,Received BP-<*>-<*><*>:<*>_<*> src: <*> dest: <*> of size <*>,20963
ea4c8e17,"VolumeScanner(/opt/hdfs/data, DS-95002c56-707d-<*>-<*>-0183a98f8a44): Not scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning, because we rescanned it recently.",391
acafd375,Retrying connect to server: mesos-master-<*><*>. Already tried <*> time(s); maxRetries=<*>,25
