EventId,EventTemplate,Occurrences
b1bf6bd0,STARTUP_MSG:,17
a6ec12be,"registered UNIX signal handlers for [TERM, HUP, INT]",17
ca7d7941,loaded properties from hadoop-metrics2.properties,17
4dc89700,Scheduled snapshot period at <*> second(s).,17
ea28bb80,DataNode metrics system started,17
36c4eccc,Initialized block scanner with targetBytesPerSec <*>,17
ffd414e5,Configured hostname is mesos-slave-<*>,17
ace4c92c,Starting DataNode with maxLockedMemory = <*>,17
3d7fb32e,Opened <*> server at <*>,34
e1172ff0,Balancing bandwith is <*> bytes/s,17
54f5a3a6,Number threads for balancing is <*>,17
a79a1702,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,17
6c498ce4,"Unable to initialize FileSignerSecretProvider, falling back to use random secrets.",17
ae24104c,Http request log for http.requests.datanode is not defined,17
a8927e0e,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),17
2a05a0cf,Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context <*>,51
8aa20788,Jetty bound to port <*>,17
bc800f0e,jetty-<*>.<*>.<*>,17
28a5c1a3,Started HttpServer2$SelectChannelConnectorWithSafeStartup@localhost:<*>,17
c7c8b64d,Listening HTTP traffic on <*>,17
0dee5972,dnUserName = hdfs,17
f9a92d32,supergroup = <*>,17
916d4a74,Using callQueue class java.util.concurrent.LinkedBlockingQueue,17
70066a26,Starting Socket Reader #<*> for port <*>,17
bcb7be44,Refresh request received for nameservices: null,17
1418307a,Starting BPOfferServices for nameservices: <default>,17
5aaa3cec,Block pool <*> (Datanode Uuid <*> service to mesos-master-<*><*> <*> <*> <*> <*>,37
ccc17099,IPC Server Responder: starting,17
73b103d7,IPC Server listener on <*>: starting,17
fd985bbf,Lock on <*> acquired by nodename <*>@mesos-slave-<*>,17
65223769,Storage directory <*> is not formatted for BP-<*>-<*>-<*>,2
59b3f5f5,Formatting ...,4
2368a53b,Analyzing storage directories for bpid BP-<*>-<*>-<*>,17
2763a875,Locking is disabled for <*>,17
