EventId,EventTemplate,Occurrences
E0,"('STARTUP_MSG:', '')",16
E1,"('Formatting', '...')",4
E2,"('SHUTDOWN_MSG:', '')",11
E3,"('registered', 'UNIX', 'signal', 'handlers', 'for', '[TERM,', 'HUP,', 'INT]')",16
E4,"('Http', 'request', 'log', 'for', 'http.requests.datanode', 'is', 'not', 'defined')",16
E5,"('Storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E6,"('Failed', 'to', 'delete', 'replica', '<*>', 'ReplicaInfo', 'not', 'found.')",7
E7,"('Slow', 'flushOrSync', 'took', '<*>', '(threshold=300ms),', 'isSync:', 'false,', '<*>')",42
E8,"('loaded', 'properties', 'from', 'hadoop-metrics2.properties')",16
E9,"('DataNode', 'metrics', 'system', 'started')",16
E10,"('Using', 'callQueue', 'class', 'java.util.concurrent.LinkedBlockingQueue')",16
E11,"('Configured', 'hostname', '<*>', '<*>')",16
E12,"('Setting', 'up', '<*>', '<*>')",16
E13,"('IPC', 'Server', 'Responder:', 'starting')",16
E14,"('Added', 'new', 'volume:', '<*>')",16
E15,"('Adding', 'block', 'pool', '<*>')",16
E16,"('RECEIVED', 'SIGNAL', '<*>', 'SIGTERM')",11
E17,"('Scheduled', 'snapshot', 'period', '<*>', '<*>', 'second(s).')",16
E18,"('Initialized', 'block', 'scanner', '<*>', '<*>', '<*>')",16
E19,"('Starting', 'DataNode', '<*>', '<*>', '<*>', '<*>')",16
E20,"('Number', 'threads', '<*>', '<*>', '<*>', '<*>')",16
E21,"('Refresh', 'request', 'received', '<*>', '<*>', 'null')",16
E22,"('Restored', '<*>', 'block', '<*>', '<*>', 'trash.')",16
E23,"('Added', 'volume', '-', '<*>', '<*>', 'DISK')",16
E24,"('IPC', 'Server', 'listener', 'on', '<*>', 'starting')",16
E25,"('Analyzing', 'storage', 'directories', 'for', 'bpid', '<*>')",16
E26,"('Formatting', 'block', 'pool', '<*>', 'directory', '<*>')",2
E27,"('Scheduling', '<*>', 'file', '<*>', 'for', 'deletion')",218880
E28,"('Cached', 'dfsUsed', 'found', 'for', '<*>', '<*>')",10
E29,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting', 'because', 'of', 'exception')",6
E30,"('Opened', '<*>', 'server', 'at', '<*>')",32
E31,"('Balancing', 'bandwith', '<*>', '<*>', 'bytes/s')",16
E32,"('Logging', 'to', '<*>', 'via', 'org.mortbay.log.Slf4jLog')",16
E33,"('Added', 'global', '<*>', ""'safety'"", '(class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)')",16
E34,"('Jetty', 'bound', '<*>', 'port', '<*>')",16
E35,"('Listening', 'HTTP', '<*>', 'on', '<*>')",16
E36,"('Starting', 'BPOfferServices', '<*>', 'nameservices:', '<*>')",16
E37,"('Locking', 'is', '<*>', '<*>', '<*>')",16
E38,"('Deleted', '<*>', '<*>', 'file', '<*>')",218880
E39,"('PacketResponder:', '<*>', '<*>', 'type=HAS_DOWNSTREAM_IN_PIPELINE', 'terminating')",158772
E40,"('Slow', 'manageWriterOsCache', 'took', '<*>', '(threshold=300ms)')",38
E41,"('Unable', 'to', 'initialize', 'FileSignerSecretProvider,', 'falling', 'back', 'to', 'use', 'random', 'secrets.')",16
E42,"('Block', 'pool', 'storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E43,"('Time', 'taken', 'to', 'scan', 'block', 'pool', '<*>', 'on', '<*>', '<*>')",16
E44,"('Received', '<*>', '<*>', 'src:', '<*>', 'dest:', '<*>', 'of', 'size', '<*>')",21169
E45,"('Retrying', 'connect', 'to', 'server:', '<*>', 'Already', 'tried', '<*>', 'time(s);', '<*>')",2
E46,"('Added', 'filter', 'static_user_filter', '(class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter)', 'to', 'context', '<*>')",48
E47,"('Starting', 'Socket', 'Reader', '<*>', 'for', 'port', '<*>')",16
E48,"('Lock', 'on', '<*>', 'acquired', 'by', 'nodename', '<*>')",16
E49,"('Generated', 'and', 'persisted', 'new', 'Datanode', 'UUID', '<*>')",2
E50,"('Scanning', 'block', 'pool', '<*>', 'on', 'volume', '<*>')",16
E51,"('Now', 'scanning', 'bpid', '<*>', 'on', 'volume', '<*>')",2
