EventId,EventTemplate,Occurrences
E0,"('STARTUP_MSG:', '')",18
E1,"('Formatting', '...')",4
E2,"('SHUTDOWN_MSG:', '')",13
E3,"('registered', 'UNIX', 'signal', 'handlers', 'for', '[TERM,', 'HUP,', 'INT]')",18
E4,"('Http', 'request', 'log', 'for', 'http.requests.datanode', 'is', 'not', 'defined')",18
E5,"('Storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E6,"('Slow', 'flushOrSync', 'took', '<*>', '(threshold=300ms),', 'isSync:', 'false,', '<*>')",7
E7,"('Failed', 'to', 'delete', 'replica', '<*>', 'ReplicaInfo', 'not', 'found.')",1
E8,"('loaded', 'properties', 'from', 'hadoop-metrics2.properties')",18
E9,"('DataNode', 'metrics', 'system', 'started')",18
E10,"('Using', 'callQueue', 'class', 'java.util.concurrent.LinkedBlockingQueue')",18
E11,"('Configured', 'hostname', '<*>', '<*>')",18
E12,"('Setting', 'up', '<*>', '<*>')",18
E13,"('IPC', 'Server', 'Responder:', 'starting')",18
E14,"('Added', 'new', 'volume:', '<*>')",18
E15,"('Adding', 'block', 'pool', '<*>')",18
E16,"('RECEIVED', 'SIGNAL', '<*>', 'SIGTERM')",13
E17,"('Scheduled', 'snapshot', 'period', '<*>', '<*>', 'second(s).')",18
E18,"('Initialized', 'block', 'scanner', '<*>', '<*>', '<*>')",18
E19,"('Starting', 'DataNode', '<*>', '<*>', '<*>', '<*>')",18
E20,"('Number', 'threads', '<*>', '<*>', '<*>', '<*>')",18
E21,"('Refresh', 'request', 'received', '<*>', '<*>', 'null')",18
E22,"('Restored', '<*>', 'block', '<*>', '<*>', 'trash.')",18
E23,"('Added', 'volume', '-', '<*>', '<*>', 'DISK')",18
E24,"('IPC', 'Server', 'listener', 'on', '<*>', 'starting')",18
E25,"('Analyzing', 'storage', 'directories', 'for', 'bpid', '<*>')",18
E26,"('Formatting', 'block', 'pool', '<*>', 'directory', '<*>')",2
E27,"('Cached', 'dfsUsed', 'found', 'for', '<*>', '<*>')",11
E28,"('Scheduling', '<*>', 'file', '<*>', 'for', 'deletion')",192533
E29,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting', 'because', 'of', 'exception')",6
E30,"('Opened', '<*>', 'server', 'at', '<*>')",36
E31,"('Balancing', 'bandwith', '<*>', '<*>', 'bytes/s')",18
E32,"('Logging', 'to', '<*>', 'via', 'org.mortbay.log.Slf4jLog')",18
E33,"('Added', 'global', '<*>', ""'safety'"", '(class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)')",18
E34,"('Jetty', 'bound', '<*>', 'port', '<*>')",18
E35,"('Listening', 'HTTP', '<*>', 'on', '<*>')",18
E36,"('Starting', 'BPOfferServices', '<*>', 'nameservices:', '<*>')",18
E37,"('Locking', 'is', '<*>', '<*>', '<*>')",18
E38,"('Deleted', '<*>', '<*>', 'file', '<*>')",192533
E39,"('PacketResponder:', '<*>', '<*>', 'type=HAS_DOWNSTREAM_IN_PIPELINE', 'terminating')",140306
E40,"('Slow', 'manageWriterOsCache', 'took', '<*>', '(threshold=300ms)')",38
E41,"('Unable', 'to', 'initialize', 'FileSignerSecretProvider,', 'falling', 'back', 'to', 'use', 'random', 'secrets.')",18
E42,"('Block', 'pool', 'storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E43,"('Time', 'taken', 'to', 'scan', 'block', 'pool', '<*>', 'on', '<*>', '<*>')",18
