EventId,EventTemplate,Occurrences
E0,"('STARTUP_MSG:', '')",19
E1,"('Formatting', '...')",4
E2,"('SHUTDOWN_MSG:', '')",14
E3,"('registered', 'UNIX', 'signal', 'handlers', 'for', '[TERM,', 'HUP,', 'INT]')",19
E4,"('Http', 'request', 'log', 'for', 'http.requests.datanode', 'is', 'not', 'defined')",19
E5,"('Storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E6,"('Took', '<*>', 'to', 'process', '<*>', 'commands', 'from', 'NN')",1
E7,"('Slow', 'flushOrSync', 'took', '<*>', '(threshold=300ms),', 'isSync:', 'false,', '<*>')",38
E8,"('loaded', 'properties', 'from', 'hadoop-metrics2.properties')",19
E9,"('DataNode', 'metrics', 'system', 'started')",19
E10,"('Using', 'callQueue', 'class', 'java.util.concurrent.LinkedBlockingQueue')",19
E11,"('Configured', 'hostname', '<*>', '<*>')",19
E12,"('Setting', 'up', '<*>', '<*>')",19
E13,"('IPC', 'Server', 'Responder:', 'starting')",19
E14,"('Added', 'new', 'volume:', '<*>')",19
E15,"('Adding', 'block', 'pool', '<*>')",19
E16,"('RECEIVED', 'SIGNAL', '<*>', 'SIGTERM')",14
E17,"('Scheduled', 'snapshot', 'period', '<*>', '<*>', 'second(s).')",19
E18,"('Initialized', 'block', 'scanner', '<*>', '<*>', '<*>')",19
E19,"('Starting', 'DataNode', '<*>', '<*>', '<*>', '<*>')",19
E20,"('Number', 'threads', '<*>', '<*>', '<*>', '<*>')",19
E21,"('Refresh', 'request', 'received', '<*>', '<*>', 'null')",19
E22,"('Restored', '<*>', 'block', '<*>', '<*>', 'trash.')",19
E23,"('Added', 'volume', '-', '<*>', '<*>', 'DISK')",19
E24,"('IPC', 'Server', 'listener', 'on', '<*>', 'starting')",19
E25,"('Analyzing', 'storage', 'directories', 'for', 'bpid', '<*>')",19
E26,"('Formatting', 'block', 'pool', '<*>', 'directory', '<*>')",2
E27,"('Cached', 'dfsUsed', 'found', 'for', '<*>', '<*>')",11
E28,"('Scheduling', '<*>', 'file', '<*>', 'for', 'deletion')",211530
E29,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting', 'because', 'of', 'exception')",5
E30,"('Opened', '<*>', 'server', 'at', '<*>')",38
E31,"('Balancing', 'bandwith', '<*>', '<*>', 'bytes/s')",19
E32,"('Logging', 'to', '<*>', 'via', 'org.mortbay.log.Slf4jLog')",19
E33,"('Added', 'global', '<*>', ""'safety'"", '(class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)')",19
E34,"('Jetty', 'bound', '<*>', 'port', '<*>')",19
