EventId,EventTemplate,Occurrences
E0,"('STARTUP_MSG:', '')",17
E1,"('Formatting', '...')",4
E2,"('SHUTDOWN_MSG:', '')",11
E3,"('registered', 'UNIX', 'signal', 'handlers', 'for', '[TERM,', 'HUP,', 'INT]')",17
E4,"('Http', 'request', 'log', 'for', 'http.requests.datanode', 'is', 'not', 'defined')",17
E5,"('Storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E6,"('Slow', 'flushOrSync', 'took', '<*>', '(threshold=300ms),', 'isSync:', 'false,', '<*>')",31
E7,"('Took', '<*>', 'to', 'process', '<*>', 'commands', 'from', 'NN')",11
E8,"('loaded', 'properties', 'from', 'hadoop-metrics2.properties')",17
E9,"('DataNode', 'metrics', 'system', 'started')",17
E10,"('Using', 'callQueue', 'class', 'java.util.concurrent.LinkedBlockingQueue')",17
E11,"('Configured', 'hostname', '<*>', '<*>')",17
E12,"('Setting', 'up', '<*>', '<*>')",17
E13,"('IPC', 'Server', 'Responder:', 'starting')",17
E14,"('Added', 'new', 'volume:', '<*>')",17
E15,"('Adding', 'block', 'pool', '<*>')",17
E16,"('RECEIVED', 'SIGNAL', '<*>', 'SIGTERM')",11
E17,"('Scheduled', 'snapshot', 'period', '<*>', '<*>', 'second(s).')",17
E18,"('Initialized', 'block', 'scanner', '<*>', '<*>', '<*>')",17
E19,"('Starting', 'DataNode', '<*>', '<*>', '<*>', '<*>')",17
E20,"('Number', 'threads', '<*>', '<*>', '<*>', '<*>')",17
E21,"('Refresh', 'request', 'received', '<*>', '<*>', 'null')",17
E22,"('Restored', '<*>', 'block', '<*>', '<*>', 'trash.')",17
E23,"('Added', 'volume', '-', '<*>', '<*>', 'DISK')",17
E24,"('IPC', 'Server', 'listener', 'on', '<*>', 'starting')",17
E25,"('Analyzing', 'storage', 'directories', 'for', 'bpid', '<*>')",17
E26,"('Formatting', 'block', 'pool', '<*>', 'directory', '<*>')",2
E27,"('Cached', 'dfsUsed', 'found', 'for', '<*>', '<*>')",11
E28,"('Scheduling', '<*>', 'file', '<*>', 'for', 'deletion')",234535
E29,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting', 'because', 'of', 'exception')",5
E30,"('Opened', '<*>', 'server', 'at', '<*>')",34
E31,"('Balancing', 'bandwith', '<*>', '<*>', 'bytes/s')",17
E32,"('Logging', 'to', '<*>', 'via', 'org.mortbay.log.Slf4jLog')",17
E33,"('Added', 'global', '<*>', ""'safety'"", '(class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)')",17
E34,"('Jetty', 'bound', '<*>', 'port', '<*>')",17
E35,"('Listening', 'HTTP', '<*>', 'on', '<*>')",17
E36,"('Starting', 'BPOfferServices', '<*>', 'nameservices:', '<*>')",17
E37,"('Locking', 'is', '<*>', '<*>', '<*>')",17
E38,"('PacketResponder:', '<*>', '<*>', 'type=HAS_DOWNSTREAM_IN_PIPELINE', 'terminating')",172646
E39,"('Deleted', '<*>', '<*>', 'file', '<*>')",234535
E40,"('Slow', 'manageWriterOsCache', 'took', '<*>', '(threshold=300ms)')",175
E41,"('Unable', 'to', 'initialize', 'FileSignerSecretProvider,', 'falling', 'back', 'to', 'use', 'random', 'secrets.')",17
E42,"('Block', 'pool', 'storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E43,"('Time', 'taken', 'to', 'scan', 'block', 'pool', '<*>', 'on', '<*>', '<*>')",17
E44,"('Received', '<*>', '<*>', 'src:', '<*>', 'dest:', '<*>', 'of', 'size', '<*>')",21105
E45,"('Retrying', 'connect', 'to', 'server:', '<*>', 'Already', 'tried', '<*>', 'time(s);', '<*>')",14
E46,"('Added', 'filter', 'static_user_filter', '(class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter)', 'to', 'context', '<*>')",51
E47,"('Starting', 'Socket', 'Reader', '<*>', 'for', 'port', '<*>')",17
E48,"('Lock', 'on', '<*>', 'acquired', 'by', 'nodename', '<*>')",17
E49,"('Generated', 'and', 'persisted', 'new', 'Datanode', 'UUID', '<*>')",2
E50,"('Scanning', 'block', 'pool', '<*>', 'on', 'volume', '<*>')",17
E51,"('Now', 'scanning', 'bpid', '<*>', 'on', 'volume', '<*>')",2
E52,"('VolumeScanner(/tmp/hadoop-hdfs/dfs/data,', '<*>', 'finished', 'scanning', 'block', 'pool', '<*>')",1
E53,"('Got', 'finalize', 'command', 'for', 'block', 'pool', '<*>')",2709
E54,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'finished', 'scanning', 'block', 'pool', '<*>')",6
E55,"('Receiving', '<*>', '<*>', 'src:', '<*>', 'dest:', '<*>')",276827
E56,"('PacketResponder:', '<*>', '<*>', 'type=LAST_IN_PIPELINE,', '<*>', '[]', 'terminating')",83075
E57,"('DataTransfer:', 'Transmitted', '<*>', '<*>', '<*>', 'to', '<*>')",21468
E58,"('<*>',)",17
E59,"('Started', 'HttpServer2$SelectChannelConnectorWithSafeStartup@localhost:', '<*>')",17
E60,"('Registered', 'FSDatasetState', 'MBean')",17
E61,"('dnUserName', '=', 'hdfs')",17
E62,"('<*>', '=', '<*>')",17
E63,"('IOException', 'in', 'offerService')",18569
E64,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting.')",5
E65,"('Starting', 'CheckDiskError', 'Thread')",1
E66,"('Block', 'pool', '<registering>', '(Datanode', 'Uuid', 'unassigned)', 'service', 'to', '<*>', 'starting', 'to', 'offer', 'service')",17
E67,"('Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>', 'beginning', 'handshake', 'with', 'NN')",19
E68,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Exception', 'writing', '<*>', '<*>', 'to', 'mirror', '<*>')",1
E69,"('Total', 'time', 'to', 'scan', 'all', 'replicas', 'for', 'block', 'pool', '<*>', '<*>')",17
E70,"('Adding', 'replicas', 'to', 'map', 'for', 'block', 'pool', '<*>', 'on', 'volume', '<*>')",17
E71,"('Periodic', 'Directory', 'Tree', 'Verification', 'scan', 'starting', 'at', '<*>', 'with', 'interval', '<*>')",17
E72,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'suspect', 'block', '<*>', '<*>', 'is', 'already', 'queued', 'for', 'rescanning.')",1221
E73,"('Time', 'to', 'add', 'replicas', 'to', 'map', 'for', 'block', 'pool', '<*>', 'on', 'volume', '<*>', '<*>')",17
E74,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Starting', 'thread', 'to', 'transfer', '<*>', '<*>', 'to', '<*>')",21437
E75,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Failed', 'to', 'transfer', '<*>', '<*>', 'to', '<*>', 'got')",2
E76,"('Total', 'time', 'to', 'add', 'all', 'replicas', 'to', 'map:', '<*>')",17
E77,"('Slow', 'BlockReceiver', 'write', '<*>', 'to', '<*>', '<*>', '<*>', '(threshold=300ms)')",441
E78,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'Scheduling', 'suspect', 'block', '<*>', '<*>', 'for', 'rescanning.')",283
E79,"('DatanodeCommand', 'action', ':', 'DNA_REGISTER', 'from', '<*>', 'with', 'active', 'state')",2
E80,"('Block', 'pool', 'Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>', 'successfully', 'registered', 'with', 'NN')",19
E81,"('Retrying', 'connect', 'to', 'server:', '<*>', 'Already', 'tried', '<*>', 'time(s);', 'retry', 'policy', 'is', '<*>', '<*>', 'MILLISECONDS)')",183168
E82,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'Not', 'scheduling', 'suspect', 'block', '<*>', '<*>', 'for', 'rescanning,', 'because', 'we', 'rescanned', 'it', 'recently.')",656
E83,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Starting', 'thread', 'to', 'transfer', '<*>', '<*>', 'to', '<*>', '<*>')",18
E84,"('For', 'namenode', '<*>', 'using', 'DELETEREPORT_INTERVAL', 'of', '<*>', 'msec', 'BLOCKREPORT_INTERVAL', 'of', '<*>', 'CACHEREPORT_INTERVAL', 'of', '<*>', 'Initial', 'delay:', '0msec;', '<*>')",17
E85,"('<*>', '<*>', 'no', 'suitable', 'block', 'pools', 'found', 'to', 'scan.', 'Waiting', '<*>', 'ms.')",20
E86,"('Acknowledging', 'ACTIVE', 'Namenode', 'Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>')",17
E87,"('Now', 'rescanning', 'bpid', '<*>', 'on', 'volume', '/opt/hdfs/data,', 'after', 'more', 'than', '<*>', 'hour(s)')",6
E88,"('Namenode', 'Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>', 'trying', 'to', 'claim', 'ACTIVE', 'state', 'with', '<*>')",17
E89,"('Successfully', 'sent', 'block', 'report', '<*>', 'containing', '<*>', 'storage', 'report(s),', 'of', 'which', 'we', 'sent', '<*>', 'The', 'reports', 'had', '<*>', 'total', 'blocks', 'and', 'used', '<*>', 'RPC(s).', 'This', 'took', '<*>', 'msec', 'to', 'generate', 'and', '<*>', 'msecs', 'for', 'RPC', 'and', 'NN', 'processing.', 'Got', 'back', 'one', 'command:', '<*>')",2709
E90,"('src:', '<*>', 'dest:', '<*>', 'bytes:', '<*>', 'op:', 'HDFS_WRITE,', 'cliID:', '<*>', 'offset:', '<*>', 'srvID:', '<*>', 'blockid:', '<*>', '<*>', 'duration:', '<*>')",255721
E91,"('opWriteBlock', '<*>', '<*>', 'received', 'exception', 'org.apache.hadoop.hdfs.server.datanode.ReplicaAlreadyExistsException:', 'Block', '<*>', '<*>', 'already', 'exists', 'in', 'state', 'FINALIZED', 'and', 'thus', 'cannot', 'be', 'created.')",1
E92,"('BlockPool', '<*>', 'Total', 'blocks:', '<*>', 'missing', 'metadata', 'files:', '<*>', 'missing', 'block', 'files:', '<*>', 'missing', 'blocks', 'in', 'memory:', '<*>', 'mismatched', 'blocks:', '<*>')",2700
E93,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Starting', 'thread', 'to', 'transfer', '<*>', '<*>', 'to', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",15
E94,"('<*>', '<*>', 'DataXceiver', 'error', 'processing', 'WRITE_BLOCK', 'operation', 'src:', '<*>', 'dst:', '<*>', 'org.apache.hadoop.hdfs.server.datanode.ReplicaAlreadyExistsException:', 'Block', '<*>', '<*>', 'already', 'exists', 'in', 'state', 'FINALIZED', 'and', 'thus', 'cannot', 'be', 'created.')",1
E95,"('Unsuccessfully', 'sent', 'block', 'report', '<*>', 'containing', '<*>', 'storage', 'report(s),', 'of', 'which', 'we', 'sent', '<*>', 'The', 'reports', 'had', '<*>', 'total', 'blocks', 'and', 'used', '<*>', 'RPC(s).', 'This', 'took', '<*>', 'msec', 'to', 'generate', 'and', '<*>', 'msecs', 'for', 'RPC', 'and', 'NN', 'processing.', 'Got', 'back', 'no', 'commands.')",7
