EventId,EventTemplate,Occurrences
E0,"('STARTUP_MSG:', '')",18
E1,"('Formatting', '...')",4
E2,"('SHUTDOWN_MSG:', '')",12
E3,"('registered', 'UNIX', 'signal', 'handlers', 'for', '[TERM,', 'HUP,', 'INT]')",19
E4,"('Http', 'request', 'log', 'for', 'http.requests.datanode', 'is', 'not', 'defined')",19
E5,"('Storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E6,"('Took', '<*>', 'to', 'process', '<*>', 'commands', 'from', 'NN')",8
E7,"('Failed', 'to', 'delete', 'replica', '<*>', 'ReplicaInfo', 'not', 'found.')",1
E8,"('Slow', 'flushOrSync', 'took', '<*>', '(threshold=300ms),', 'isSync:', 'false,', '<*>')",60
E9,"('loaded', 'properties', 'from', 'hadoop-metrics2.properties')",19
E10,"('DataNode', 'metrics', 'system', 'started')",19
E11,"('Using', 'callQueue', 'class', 'java.util.concurrent.LinkedBlockingQueue')",19
E12,"('Configured', 'hostname', 'is', '<*>')",19
E13,"('IPC', 'Server', 'Responder:', 'starting')",19
E14,"('Setting', 'up', 'storage:', '<*>')",18
E15,"('Added', 'new', 'volume:', '<*>')",18
E16,"('Adding', 'block', 'pool', '<*>')",18
E17,"('RECEIVED', 'SIGNAL', '<*>', 'SIGTERM')",12
E18,"('Scheduled', 'snapshot', 'period', '<*>', '<*>', 'second(s).')",19
E19,"('Initialized', 'block', 'scanner', '<*>', '<*>', '<*>')",19
E20,"('Starting', 'DataNode', '<*>', '<*>', '<*>', '<*>')",19
E21,"('Number', 'threads', '<*>', '<*>', '<*>', '<*>')",19
E22,"('Refresh', 'request', 'received', '<*>', '<*>', 'null')",19
E23,"('IPC', 'Server', 'listener', 'on', '<*>', 'starting')",19
E24,"('Analyzing', 'storage', 'directories', 'for', 'bpid', '<*>')",18
E25,"('Formatting', 'block', 'pool', '<*>', 'directory', '<*>')",2
E26,"('Restored', '<*>', '<*>', 'files', '<*>', 'trash.')",18
E27,"('Added', 'volume', '<*>', '/tmp/hadoop-hdfs/dfs/data/current,', '<*>', 'DISK')",2
E28,"('Added', 'volume', '<*>', '/opt/hdfs/data/current,', '<*>', 'DISK')",16
E29,"('Cached', 'dfsUsed', 'found', 'for', '<*>', '<*>')",12
E30,"('Scheduling', '<*>', 'file', '<*>', 'for', 'deletion')",208857
E31,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting', 'because', 'of', 'exception')",5
E32,"('Opened', '<*>', 'server', 'at', '<*>')",38
E33,"('Balancing', 'bandwith', '<*>', '<*>', 'bytes/s')",19
E34,"('Logging', 'to', '<*>', 'via', 'org.mortbay.log.Slf4jLog')",19
E35,"('Added', 'global', '<*>', ""'safety'"", '(class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)')",19
E36,"('Jetty', 'bound', '<*>', 'port', '<*>')",19
E37,"('Listening', 'HTTP', '<*>', 'on', '<*>')",19
E38,"('Starting', 'BPOfferServices', '<*>', 'nameservices:', '<*>')",19
E39,"('Problem', 'connecting', 'to', 'server:', '<*>')",4517
E40,"('Locking', 'is', 'disabled', 'for', '<*>')",18
E41,"('Deleted', '<*>', '<*>', 'file', '<*>')",208857
E42,"('PacketResponder:', '<*>', '<*>', 'type=HAS_DOWNSTREAM_IN_PIPELINE', 'terminating')",149961
E43,"('Slow', 'manageWriterOsCache', 'took', '<*>', '(threshold=300ms)')",185
E44,"('Unable', 'to', 'initialize', 'FileSignerSecretProvider,', 'falling', 'back', 'to', 'use', 'random', 'secrets.')",19
