EventId,EventTemplate,Occurrences
E0,"('STARTUP_MSG:', '')",16
E1,"('Formatting', '...')",2
E2,"('SHUTDOWN_MSG:', '')",12
E3,"('Exiting', 'Datanode')",1
E4,"('registered', 'UNIX', 'signal', 'handlers', 'for', '[TERM,', 'HUP,', 'INT]')",16
E5,"('Http', 'request', 'log', 'for', 'http.requests.datanode', 'is', 'not', 'defined')",16
E6,"('Storage', 'directory', '/tmp/hadoop-hdfs/dfs/data', 'is', 'not', 'formatted', 'for', '<*>')",1
E7,"('Took', '<*>', 'to', 'process', '<*>', 'commands', 'from', 'NN')",8
E8,"('Slow', 'flushOrSync', 'took', '<*>', '(threshold=300ms),', 'isSync:', 'false,', '<*>')",9
E9,"('loaded', 'properties', 'from', 'hadoop-metrics2.properties')",16
E10,"('DataNode', 'metrics', 'system', 'started')",16
E11,"('Using', 'callQueue', 'class', 'java.util.concurrent.LinkedBlockingQueue')",16
E12,"('Configured', 'hostname', 'is', '<*>')",16
E13,"('IPC', 'Server', 'Responder:', 'starting')",16
E14,"('Setting', 'up', 'storage:', '<*>')",15
E15,"('Added', 'new', 'volume:', '<*>')",15
E16,"('Adding', 'block', 'pool', '<*>')",15
E17,"('RECEIVED', 'SIGNAL', '<*>', 'SIGTERM')",11
E18,"('java.io.FileNotFoundException:', '/opt/hdfs/data/current/VERSION', '(Permission', 'denied)')",1
E19,"('Exiting', 'with', 'status', '<*>')",1
E20,"('Exception', 'for', '<*>', '<*>')",2
E21,"('Scheduled', 'snapshot', 'period', '<*>', '<*>', 'second(s).')",16
E22,"('Initialized', 'block', 'scanner', '<*>', '<*>', '<*>')",16
E23,"('Starting', 'DataNode', '<*>', '<*>', '<*>', '<*>')",16
E24,"('Number', 'threads', '<*>', '<*>', '<*>', '<*>')",16
E25,"('Refresh', 'request', 'received', '<*>', '<*>', 'null')",16
E26,"('IPC', 'Server', 'listener', 'on', '<*>', 'starting')",16
E27,"('Analyzing', 'storage', 'directories', 'for', 'bpid', '<*>')",15
E28,"('Formatting', 'block', 'pool', '<*>', 'directory', '<*>')",1
E29,"('Restored', '<*>', '<*>', 'files', '<*>', 'trash.')",15
E30,"('Added', 'volume', '<*>', '/tmp/hadoop-hdfs/dfs/data/current,', '<*>', 'DISK')",1
E31,"('Added', 'volume', '<*>', '/opt/hdfs/data/current,', '<*>', 'DISK')",14
E32,"('Scheduling', '<*>', 'file', '<*>', 'for', 'deletion')",217320
