EventId,EventTemplate,Occurrences
E0,"('STARTUP_MSG:', '')",17
E1,"('Formatting', '...')",4
E2,"('SHUTDOWN_MSG:', '')",12
E3,"('registered', 'UNIX', 'signal', 'handlers', 'for', '[TERM,', 'HUP,', 'INT]')",17
E4,"('Http', 'request', 'log', 'for', 'http.requests.datanode', 'is', 'not', 'defined')",17
E5,"('Storage', 'directory', '<*>', 'is', '<*>', 'formatted', '<*>', '<*>')",2
E6,"('Failed', 'to', '<*>', 'replica', '<*>', 'ReplicaInfo', '<*>', 'found.')",2
E7,"('Took', '<*>', 'to', 'process', '<*>', 'commands', 'from', 'NN')",1
E8,"('Slow', 'flushOrSync', 'took', '<*>', '(threshold=300ms),', 'isSync:', 'false,', '<*>')",11
E9,"('loaded', 'properties', 'from', 'hadoop-metrics2.properties')",17
E10,"('DataNode', 'metrics', 'system', 'started')",17
E11,"('Using', 'callQueue', 'class', 'java.util.concurrent.LinkedBlockingQueue')",17
E12,"('Configured', 'hostname', '<*>', '<*>')",17
E13,"('Setting', 'up', '<*>', '<*>')",17
E14,"('IPC', 'Server', 'Responder:', 'starting')",17
E15,"('Added', 'new', 'volume:', '<*>')",17
E16,"('Adding', 'block', 'pool', '<*>')",17
E17,"('RECEIVED', 'SIGNAL', '<*>', 'SIGTERM')",12
E18,"('Scheduled', 'snapshot', 'period', '<*>', '<*>', 'second(s).')",17
E19,"('Initialized', 'block', 'scanner', '<*>', '<*>', '<*>')",17
E20,"('Starting', 'DataNode', '<*>', '<*>', '<*>', '<*>')",17
E21,"('Number', 'threads', '<*>', '<*>', '<*>', '<*>')",17
E22,"('Refresh', 'request', 'received', '<*>', '<*>', 'null')",17
E23,"('Restored', '<*>', 'block', '<*>', '<*>', 'trash.')",17
E24,"('Added', 'volume', '-', '<*>', '<*>', 'DISK')",17
E25,"('IPC', 'Server', 'listener', 'on', '<*>', 'starting')",17
E26,"('Analyzing', 'storage', 'directories', 'for', 'bpid', '<*>')",17
E27,"('Formatting', 'block', 'pool', '<*>', 'directory', '<*>')",2
E28,"('Cached', 'dfsUsed', 'found', 'for', '<*>', '<*>')",11
E29,"('Scheduling', '<*>', 'file', '<*>', 'for', 'deletion')",213836
E30,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting', 'because', 'of', 'exception')",4
E31,"('Could', 'not', 'get', 'disk', 'usage', 'information')",1
E32,"('Opened', '<*>', 'server', 'at', '<*>')",34
E33,"('Balancing', 'bandwith', '<*>', '<*>', 'bytes/s')",17
E34,"('Logging', 'to', '<*>', 'via', 'org.mortbay.log.Slf4jLog')",17
E35,"('Added', 'global', '<*>', ""'safety'"", '(class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)')",17
E36,"('Jetty', 'bound', '<*>', 'port', '<*>')",17
E37,"('Listening', 'HTTP', '<*>', 'on', '<*>')",17
E38,"('Starting', 'BPOfferServices', '<*>', 'nameservices:', '<*>')",17
E39,"('Locking', 'is', '<*>', '<*>', '<*>')",17
E40,"('Problem', 'connecting', 'to', 'server:', '<*>')",6
E41,"('PacketResponder:', '<*>', '<*>', 'type=HAS_DOWNSTREAM_IN_PIPELINE', 'terminating')",154187
E42,"('Deleted', '<*>', '<*>', 'file', '<*>')",213836
E43,"('Slow', 'manageWriterOsCache', 'took', '<*>', '(threshold=300ms)')",33
E44,"('Unable', 'to', 'initialize', 'FileSignerSecretProvider,', 'falling', 'back', 'to', 'use', 'random', 'secrets.')",17
E45,"('Block', 'pool', 'storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E46,"('Time', 'taken', 'to', 'scan', 'block', 'pool', '<*>', 'on', '<*>', '<*>')",17
E47,"('Received', '<*>', '<*>', 'src:', '<*>', 'dest:', '<*>', 'of', 'size', '<*>')",21448
E48,"('Retrying', 'connect', 'to', 'server:', '<*>', 'Already', 'tried', '<*>', 'time(s);', '<*>')",7
E49,"('Added', 'filter', 'static_user_filter', '(class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter)', 'to', 'context', '<*>')",51
E50,"('Starting', 'Socket', 'Reader', '<*>', 'for', 'port', '<*>')",17
E51,"('Lock', 'on', '<*>', 'acquired', 'by', 'nodename', '<*>')",17
E52,"('Generated', 'and', 'persisted', 'new', 'Datanode', 'UUID', '<*>')",2
E53,"('Scanning', 'block', 'pool', '<*>', 'on', 'volume', '<*>')",17
E54,"('Now', 'scanning', 'bpid', '<*>', 'on', 'volume', '<*>')",2
E55,"('VolumeScanner(/tmp/hadoop-hdfs/dfs/data,', '<*>', 'finished', 'scanning', 'block', 'pool', '<*>')",1
E56,"('Got', 'finalize', 'command', 'for', 'block', 'pool', '<*>')",2706
E57,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'finished', 'scanning', 'block', 'pool', '<*>')",7
E58,"('Receiving', '<*>', '<*>', 'src:', '<*>', 'dest:', '<*>')",260036
E59,"('PacketResponder:', '<*>', '<*>', 'type=LAST_IN_PIPELINE,', '<*>', '[]', 'terminating')",84401
E60,"('DataTransfer:', 'Transmitted', '<*>', '<*>', '<*>', 'to', '<*>')",23453
E61,"('<*>',)",17
E62,"('Started', 'HttpServer2$SelectChannelConnectorWithSafeStartup@localhost:', '<*>')",17
E63,"('Registered', 'FSDatasetState', 'MBean')",17
E64,"('dnUserName', '=', 'hdfs')",17
E65,"('<*>', '=', '<*>')",17
E66,"('IOException', 'in', 'offerService')",18577
E67,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting.')",4
E68,"('Starting', 'CheckDiskError', 'Thread')",1
E69,"('Block', 'pool', '<registering>', '(Datanode', 'Uuid', 'unassigned)', 'service', 'to', '<*>', 'starting', 'to', 'offer', 'service')",17
E70,"('Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>', 'beginning', 'handshake', 'with', 'NN')",19
E71,"('Detected', 'pause', 'in', 'JVM', 'or', 'host', 'machine', '(eg', 'GC):', 'pause', 'of', 'approximately', '<*>')",7
E72,"('Retrying', 'connect', 'to', 'server:', '<*>', 'Already', 'tried', '<*>', 'time(s);', 'retry', 'policy', 'is', '<*>', '<*>', 'MILLISECONDS)')",183293
E73,"('Block', 'pool', 'Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>', 'successfully', 'registered', 'with', 'NN')",19
E74,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'Not', 'scheduling', 'suspect', 'block', '<*>', '<*>', 'for', 'rescanning,', 'because', 'we', 'rescanned', 'it', 'recently.')",269
E75,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Starting', 'thread', 'to', 'transfer', '<*>', '<*>', 'to', '<*>', '<*>')",40
E76,"('Total', 'time', 'to', 'scan', 'all', 'replicas', 'for', 'block', 'pool', '<*>', '<*>')",17
E77,"('Adding', 'replicas', 'to', 'map', 'for', 'block', 'pool', '<*>', 'on', 'volume', '<*>')",17
E78,"('Periodic', 'Directory', 'Tree', 'Verification', 'scan', 'starting', 'at', '<*>', 'with', 'interval', '<*>')",17
E79,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'suspect', 'block', '<*>', '<*>', 'is', 'already', 'queued', 'for', 'rescanning.')",2000
E80,"('Time', 'to', 'add', 'replicas', 'to', 'map', 'for', 'block', 'pool', '<*>', 'on', 'volume', '<*>', '<*>')",17
E81,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Starting', 'thread', 'to', 'transfer', '<*>', '<*>', 'to', '<*>')",23405
E82,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Failed', 'to', 'transfer', '<*>', '<*>', 'to', '<*>', 'got')",7
E83,"('Total', 'time', 'to', 'add', 'all', 'replicas', 'to', 'map:', '<*>')",17
E84,"('Slow', 'BlockReceiver', 'write', '<*>', 'to', '<*>', '<*>', '<*>', '(threshold=300ms)')",156
E85,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'Scheduling', 'suspect', 'block', '<*>', '<*>', 'for', 'rescanning.')",285
E86,"('DatanodeCommand', 'action', ':', 'DNA_REGISTER', 'from', '<*>', 'with', 'active', 'state')",2
E87,"('For', 'namenode', '<*>', 'using', 'DELETEREPORT_INTERVAL', 'of', '<*>', 'msec', 'BLOCKREPORT_INTERVAL', 'of', '<*>', 'CACHEREPORT_INTERVAL', 'of', '<*>', 'Initial', 'delay:', '0msec;', '<*>')",17
E88,"('<*>', '<*>', 'no', 'suitable', 'block', 'pools', 'found', 'to', 'scan.', 'Waiting', '<*>', 'ms.')",21
E89,"('Acknowledging', 'ACTIVE', 'Namenode', 'Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>')",17
E90,"('Now', 'rescanning', 'bpid', '<*>', 'on', 'volume', '/opt/hdfs/data,', 'after', 'more', 'than', '<*>', 'hour(s)')",7
E91,"('Namenode', 'Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>', 'trying', 'to', 'claim', 'ACTIVE', 'state', 'with', '<*>')",17
E92,"('Successfully', 'sent', 'block', 'report', '<*>', 'containing', '<*>', 'storage', 'report(s),', 'of', 'which', 'we', 'sent', '<*>', 'The', 'reports', 'had', '<*>', 'total', 'blocks', 'and', 'used', '<*>', 'RPC(s).', 'This', 'took', '<*>', 'msec', 'to', 'generate', 'and', '<*>', 'msecs', 'for', 'RPC', 'and', 'NN', 'processing.', 'Got', 'back', 'one', 'command:', '<*>')",2706
E93,"('src:', '<*>', 'dest:', '<*>', 'bytes:', '<*>', 'op:', 'HDFS_WRITE,', 'cliID:', '<*>', 'offset:', '<*>', 'srvID:', '<*>', 'blockid:', '<*>', '<*>', 'duration:', '<*>')",238588
E94,"('BlockPool', '<*>', 'Total', 'blocks:', '<*>', 'missing', 'metadata', 'files:', '<*>', 'missing', 'block', 'files:', '<*>', 'missing', 'blocks', 'in', 'memory:', '<*>', 'mismatched', 'blocks:', '<*>')",2694
E95,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Starting', 'thread', 'to', 'transfer', '<*>', '<*>', 'to', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",15
E96,"(""Can't"", 'replicate', 'block', '<*>', '<*>', 'because', 'on-disk', 'length', '<*>', 'is', 'shorter', 'than', 'NameNode', 'recorded', 'length', '<*>')",1
E97,"('Unsuccessfully', 'sent', 'block', 'report', '<*>', 'containing', '<*>', 'storage', 'report(s),', 'of', 'which', 'we', 'sent', '<*>', 'The', 'reports', 'had', '<*>', 'total', 'blocks', 'and', 'used', '<*>', 'RPC(s).', 'This', 'took', '<*>', 'msec', 'to', 'generate', 'and', '<*>', 'msecs', 'for', 'RPC', 'and', 'NN', 'processing.', 'Got', 'back', 'no', 'commands.')",10
