EventId,EventTemplate,Occurrences
E0,"('STARTUP_MSG:', '')",17
E1,"('Formatting', '...')",4
E2,"('SHUTDOWN_MSG:', '')",12
E3,"('registered', 'UNIX', 'signal', 'handlers', 'for', '[TERM,', 'HUP,', 'INT]')",17
E4,"('Http', 'request', 'log', 'for', 'http.requests.datanode', 'is', 'not', 'defined')",17
E5,"('Storage', 'directory', '<*>', 'is', '<*>', 'formatted', '<*>', '<*>')",2
E6,"('Failed', 'to', '<*>', 'replica', '<*>', 'ReplicaInfo', '<*>', 'found.')",2
E7,"('Took', '<*>', 'to', 'process', '<*>', 'commands', 'from', 'NN')",18
E8,"('Slow', 'flushOrSync', 'took', '<*>', '(threshold=300ms),', 'isSync:', 'false,', '<*>')",33
E9,"('loaded', 'properties', 'from', 'hadoop-metrics2.properties')",17
E10,"('DataNode', 'metrics', 'system', 'started')",17
E11,"('Using', 'callQueue', 'class', 'java.util.concurrent.LinkedBlockingQueue')",17
E12,"('Configured', 'hostname', '<*>', '<*>')",17
E13,"('Setting', 'up', '<*>', '<*>')",17
E14,"('IPC', 'Server', 'Responder:', 'starting')",17
E15,"('Added', 'new', 'volume:', '<*>')",17
E16,"('Adding', 'block', 'pool', '<*>')",17
E17,"('RECEIVED', 'SIGNAL', '<*>', 'SIGTERM')",12
E18,"('Scheduled', 'snapshot', 'period', '<*>', '<*>', 'second(s).')",17
E19,"('Initialized', 'block', 'scanner', '<*>', '<*>', '<*>')",17
E20,"('Starting', 'DataNode', '<*>', '<*>', '<*>', '<*>')",17
E21,"('Number', 'threads', '<*>', '<*>', '<*>', '<*>')",17
E22,"('Refresh', 'request', 'received', '<*>', '<*>', 'null')",17
E23,"('Restored', '<*>', 'block', '<*>', '<*>', 'trash.')",17
E24,"('Added', 'volume', '-', '<*>', '<*>', 'DISK')",17
E25,"('IPC', 'Server', 'listener', 'on', '<*>', 'starting')",17
E26,"('Analyzing', 'storage', 'directories', 'for', 'bpid', '<*>')",17
E27,"('Formatting', 'block', 'pool', '<*>', 'directory', '<*>')",2
E28,"('Cached', 'dfsUsed', 'found', 'for', '<*>', '<*>')",10
E29,"('Scheduling', '<*>', 'file', '<*>', 'for', 'deletion')",232201
E30,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting', 'because', 'of', 'exception')",5
E31,"('Opened', '<*>', 'server', 'at', '<*>')",34
E32,"('Balancing', 'bandwith', '<*>', '<*>', 'bytes/s')",17
E33,"('Logging', 'to', '<*>', 'via', 'org.mortbay.log.Slf4jLog')",17
E34,"('Added', 'global', '<*>', ""'safety'"", '(class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)')",17
E35,"('Jetty', 'bound', '<*>', 'port', '<*>')",17
E36,"('Listening', 'HTTP', '<*>', 'on', '<*>')",17
E37,"('Starting', 'BPOfferServices', '<*>', 'nameservices:', '<*>')",17
E38,"('Locking', 'is', '<*>', '<*>', '<*>')",17
E39,"('PacketResponder:', '<*>', '<*>', 'type=HAS_DOWNSTREAM_IN_PIPELINE', 'terminating')",181177
E40,"('Deleted', '<*>', '<*>', 'file', '<*>')",232201
E41,"('Slow', 'manageWriterOsCache', 'took', '<*>', '(threshold=300ms)')",177
E42,"('Unable', 'to', 'initialize', 'FileSignerSecretProvider,', 'falling', 'back', 'to', 'use', 'random', 'secrets.')",17
E43,"('Block', 'pool', 'storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E44,"('Time', 'taken', 'to', 'scan', 'block', 'pool', '<*>', 'on', '<*>', '<*>')",17
E45,"('Received', '<*>', '<*>', 'src:', '<*>', 'dest:', '<*>', 'of', 'size', '<*>')",19315
E46,"('Retrying', 'connect', 'to', 'server:', '<*>', 'Already', 'tried', '<*>', 'time(s);', '<*>')",1
E47,"('Added', 'filter', 'static_user_filter', '(class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter)', 'to', 'context', '<*>')",51
E48,"('Starting', 'Socket', 'Reader', '<*>', 'for', 'port', '<*>')",17
E49,"('Lock', 'on', '<*>', 'acquired', 'by', 'nodename', '<*>')",17
E50,"('Generated', 'and', 'persisted', 'new', 'Datanode', 'UUID', '<*>')",2
E51,"('Scanning', 'block', 'pool', '<*>', 'on', 'volume', '<*>')",17
E52,"('Now', 'scanning', 'bpid', '<*>', 'on', 'volume', '<*>')",2
E53,"('VolumeScanner(/tmp/hadoop-hdfs/dfs/data,', '<*>', 'finished', 'scanning', 'block', 'pool', '<*>')",1
E54,"('Got', 'finalize', 'command', 'for', 'block', 'pool', '<*>')",2674
E55,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'finished', 'scanning', 'block', 'pool', '<*>')",17
E56,"('Receiving', '<*>', '<*>', 'src:', '<*>', 'dest:', '<*>')",283772
E57,"('PacketResponder:', '<*>', '<*>', 'type=LAST_IN_PIPELINE,', '<*>', '[]', 'terminating')",83279
E58,"('DataTransfer:', 'Transmitted', '<*>', '<*>', '<*>', 'to', '<*>')",23436
E59,"('<*>',)",17
E60,"('Started', 'HttpServer2$SelectChannelConnectorWithSafeStartup@localhost:', '<*>')",17
E61,"('Registered', 'FSDatasetState', 'MBean')",17
E62,"('dnUserName', '=', 'hdfs')",17
E63,"('<*>', '=', '<*>')",17
E64,"('IOException', 'in', 'offerService')",18582
E65,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting.')",5
E66,"('Starting', 'CheckDiskError', 'Thread')",1
E67,"('Block', 'pool', '<registering>', '(Datanode', 'Uuid', 'unassigned)', 'service', 'to', '<*>', 'starting', 'to', 'offer', 'service')",17
E68,"('Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>', 'beginning', 'handshake', 'with', 'NN')",19
E69,"('Detected', 'pause', 'in', 'JVM', 'or', 'host', 'machine', '(eg', 'GC):', 'pause', 'of', 'approximately', '<*>')",5
E70,"('Total', 'time', 'to', 'scan', 'all', 'replicas', 'for', 'block', 'pool', '<*>', '<*>')",17
E71,"('Adding', 'replicas', 'to', 'map', 'for', 'block', 'pool', '<*>', 'on', 'volume', '<*>')",17
E72,"('Periodic', 'Directory', 'Tree', 'Verification', 'scan', 'starting', 'at', '<*>', 'with', 'interval', '<*>')",17
E73,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'suspect', 'block', '<*>', '<*>', 'is', 'already', 'queued', 'for', 'rescanning.')",836
E74,"('<*>', '<*>', 'DataXceiver', 'error', 'processing', 'READ_BLOCK', 'operation', 'src:', '<*>', 'dst:', '<*>')",1
E75,"('Time', 'to', 'add', 'replicas', 'to', 'map', 'for', 'block', 'pool', '<*>', 'on', 'volume', '<*>', '<*>')",17
E76,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Starting', 'thread', 'to', 'transfer', '<*>', '<*>', 'to', '<*>')",23384
E77,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Failed', 'to', 'transfer', '<*>', '<*>', 'to', '<*>', 'got')",1
E78,"('Total', 'time', 'to', 'add', 'all', 'replicas', 'to', 'map:', '<*>')",17
E79,"('Slow', 'BlockReceiver', 'write', '<*>', 'to', '<*>', '<*>', '<*>', '(threshold=300ms)')",305
E80,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'Scheduling', 'suspect', 'block', '<*>', '<*>', 'for', 'rescanning.')",253
E81,"('DatanodeCommand', 'action', ':', 'DNA_REGISTER', 'from', '<*>', 'with', 'active', 'state')",2
E82,"('Block', 'pool', 'Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>', 'successfully', 'registered', 'with', 'NN')",19
E83,"('Retrying', 'connect', 'to', 'server:', '<*>', 'Already', 'tried', '<*>', 'time(s);', 'retry', 'policy', 'is', '<*>', '<*>', 'MILLISECONDS)')",183305
E84,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'Not', 'scheduling', 'suspect', 'block', '<*>', '<*>', 'for', 'rescanning,', 'because', 'we', 'rescanned', 'it', 'recently.')",308
E85,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Starting', 'thread', 'to', 'transfer', '<*>', '<*>', 'to', '<*>', '<*>')",43
E86,"('For', 'namenode', '<*>', 'using', 'DELETEREPORT_INTERVAL', 'of', '<*>', 'msec', 'BLOCKREPORT_INTERVAL', 'of', '<*>', 'CACHEREPORT_INTERVAL', 'of', '<*>', 'Initial', 'delay:', '0msec;', '<*>')",17
E87,"('<*>', '<*>', 'no', 'suitable', 'block', 'pools', 'found', 'to', 'scan.', 'Waiting', '<*>', 'ms.')",46
E88,"('Acknowledging', 'ACTIVE', 'Namenode', 'Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>')",17
E89,"('Now', 'rescanning', 'bpid', '<*>', 'on', 'volume', '/opt/hdfs/data,', 'after', 'more', 'than', '<*>', 'hour(s)')",18
E90,"('Namenode', 'Block', 'pool', '<*>', '(Datanode', 'Uuid', '<*>', 'service', 'to', '<*>', 'trying', 'to', 'claim', 'ACTIVE', 'state', 'with', '<*>')",17
E91,"('Successfully', 'sent', 'block', 'report', '<*>', 'containing', '<*>', 'storage', 'report(s),', 'of', 'which', 'we', 'sent', '<*>', 'The', 'reports', 'had', '<*>', 'total', 'blocks', 'and', 'used', '<*>', 'RPC(s).', 'This', 'took', '<*>', 'msec', 'to', 'generate', 'and', '<*>', 'msecs', 'for', 'RPC', 'and', 'NN', 'processing.', 'Got', 'back', 'one', 'command:', '<*>')",2674
E92,"('src:', '<*>', 'dest:', '<*>', 'bytes:', '<*>', 'op:', 'HDFS_WRITE,', 'cliID:', '<*>', 'offset:', '<*>', 'srvID:', '<*>', 'blockid:', '<*>', '<*>', 'duration:', '<*>')",264456
E93,"('opWriteBlock', '<*>', '<*>', 'received', 'exception', 'org.apache.hadoop.hdfs.server.datanode.ReplicaAlreadyExistsException:', 'Block', '<*>', '<*>', 'already', 'exists', 'in', 'state', 'FINALIZED', 'and', 'thus', 'cannot', 'be', 'created.')",1
E94,"('BlockPool', '<*>', 'Total', 'blocks:', '<*>', 'missing', 'metadata', 'files:', '<*>', 'missing', 'block', 'files:', '<*>', 'missing', 'blocks', 'in', 'memory:', '<*>', 'mismatched', 'blocks:', '<*>')",2662
E95,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Starting', 'thread', 'to', 'transfer', '<*>', '<*>', 'to', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",10
E96,"('<*>', '<*>', 'DataXceiver', 'error', 'processing', 'WRITE_BLOCK', 'operation', 'src:', '<*>', 'dst:', '<*>', 'org.apache.hadoop.hdfs.server.datanode.ReplicaAlreadyExistsException:', 'Block', '<*>', '<*>', 'already', 'exists', 'in', 'state', 'FINALIZED', 'and', 'thus', 'cannot', 'be', 'created.')",1
