EventId,EventTemplate,Occurrences
E0,"('STARTUP_MSG:', '')",16
E1,"('Formatting', '...')",4
E2,"('SHUTDOWN_MSG:', '')",11
E3,"('registered', 'UNIX', 'signal', 'handlers', 'for', '[TERM,', 'HUP,', 'INT]')",16
E4,"('Http', 'request', 'log', 'for', 'http.requests.datanode', 'is', 'not', 'defined')",16
E5,"('Storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E6,"('Slow', 'flushOrSync', 'took', '<*>', '(threshold=300ms),', 'isSync:', 'false,', '<*>')",10
E7,"('loaded', 'properties', 'from', 'hadoop-metrics2.properties')",16
E8,"('DataNode', 'metrics', 'system', 'started')",16
E9,"('Using', 'callQueue', 'class', 'java.util.concurrent.LinkedBlockingQueue')",16
E10,"('Configured', 'hostname', '<*>', '<*>')",16
E11,"('Setting', 'up', '<*>', '<*>')",16
E12,"('IPC', 'Server', 'Responder:', 'starting')",16
E13,"('Added', 'new', 'volume:', '<*>')",16
E14,"('Adding', 'block', 'pool', '<*>')",16
E15,"('RECEIVED', 'SIGNAL', '<*>', 'SIGTERM')",11
E16,"('Scheduled', 'snapshot', 'period', '<*>', '<*>', 'second(s).')",16
E17,"('Initialized', 'block', 'scanner', '<*>', '<*>', '<*>')",16
E18,"('Starting', 'DataNode', '<*>', '<*>', '<*>', '<*>')",16
E19,"('Number', 'threads', '<*>', '<*>', '<*>', '<*>')",16
E20,"('Refresh', 'request', 'received', '<*>', '<*>', 'null')",16
E21,"('Restored', '<*>', 'block', '<*>', '<*>', 'trash.')",16
E22,"('Added', 'volume', '-', '<*>', '<*>', 'DISK')",16
E23,"('IPC', 'Server', 'listener', 'on', '<*>', 'starting')",16
E24,"('Analyzing', 'storage', 'directories', 'for', 'bpid', '<*>')",16
E25,"('Formatting', 'block', 'pool', '<*>', 'directory', '<*>')",2
E26,"('Scheduling', '<*>', 'file', '<*>', 'for', 'deletion')",158314
E27,"('Cached', 'dfsUsed', 'found', 'for', '<*>', '<*>')",10
E28,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting', 'because', 'of', 'exception')",5
E29,"('Opened', '<*>', 'server', 'at', '<*>')",32
E30,"('Balancing', 'bandwith', '<*>', '<*>', 'bytes/s')",16
E31,"('Logging', 'to', '<*>', 'via', 'org.mortbay.log.Slf4jLog')",16
E32,"('Added', 'global', '<*>', ""'safety'"", '(class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)')",16
E33,"('Jetty', 'bound', '<*>', 'port', '<*>')",16
E34,"('Listening', 'HTTP', '<*>', 'on', '<*>')",16
E35,"('Starting', 'BPOfferServices', '<*>', 'nameservices:', '<*>')",16
E36,"('Locking', 'is', '<*>', '<*>', '<*>')",16
E37,"('PacketResponder:', '<*>', '<*>', 'type=HAS_DOWNSTREAM_IN_PIPELINE', 'terminating')",100621
E38,"('Deleted', '<*>', '<*>', 'file', '<*>')",158314
E39,"('Slow', 'manageWriterOsCache', 'took', '<*>', '(threshold=300ms)')",36
E40,"('Unable', 'to', 'initialize', 'FileSignerSecretProvider,', 'falling', 'back', 'to', 'use', 'random', 'secrets.')",16
E41,"('Block', 'pool', 'storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E42,"('Time', 'taken', 'to', 'scan', 'block', 'pool', '<*>', 'on', '<*>', '<*>')",16
E43,"('Received', '<*>', '<*>', 'src:', '<*>', 'dest:', '<*>', 'of', 'size', '<*>')",20988
E44,"('Retrying', 'connect', 'to', 'server:', '<*>', 'Already', 'tried', '<*>', 'time(s);', '<*>')",5
E45,"('Added', 'filter', 'static_user_filter', '(class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter)', 'to', 'context', '<*>')",48
E46,"('Starting', 'Socket', 'Reader', '<*>', 'for', 'port', '<*>')",16
E47,"('Lock', 'on', '<*>', 'acquired', 'by', 'nodename', '<*>')",16
E48,"('Generated', 'and', 'persisted', 'new', 'Datanode', 'UUID', '<*>')",2
E49,"('Scanning', 'block', 'pool', '<*>', 'on', 'volume', '<*>')",16
E50,"('Now', 'scanning', 'bpid', '<*>', 'on', 'volume', '<*>')",2
E51,"('VolumeScanner(/tmp/hadoop-hdfs/dfs/data,', '<*>', 'finished', 'scanning', 'block', 'pool', '<*>')",1
