EventId,EventTemplate,Occurrences
E0,"('STARTUP_MSG:', '')",8
E1,"('Formatting', '...')",4
E2,"('SHUTDOWN_MSG:', '')",4
E3,"('registered', 'UNIX', 'signal', 'handlers', 'for', '[TERM,', 'HUP,', 'INT]')",8
E4,"('Http', 'request', 'log', 'for', 'http.requests.datanode', 'is', 'not', 'defined')",8
E5,"('Storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E6,"('Took', '<*>', 'to', 'process', '<*>', 'commands', 'from', 'NN')",8
E7,"('Slow', 'flushOrSync', 'took', '<*>', '(threshold=300ms),', 'isSync:', 'false,', '<*>')",5
E8,"('loaded', 'properties', 'from', 'hadoop-metrics2.properties')",8
E9,"('DataNode', 'metrics', 'system', 'started')",8
E10,"('Using', 'callQueue', 'class', 'java.util.concurrent.LinkedBlockingQueue')",8
E11,"('Configured', 'hostname', '<*>', '<*>')",8
E12,"('Setting', 'up', '<*>', '<*>')",8
E13,"('IPC', 'Server', 'Responder:', 'starting')",8
E14,"('Added', 'new', 'volume:', '<*>')",8
E15,"('Adding', 'block', 'pool', '<*>')",8
E16,"('RECEIVED', 'SIGNAL', '<*>', 'SIGTERM')",4
E17,"('Scheduled', 'snapshot', 'period', '<*>', '<*>', 'second(s).')",8
E18,"('Initialized', 'block', 'scanner', '<*>', '<*>', '<*>')",8
E19,"('Starting', 'DataNode', '<*>', '<*>', '<*>', '<*>')",8
E20,"('Number', 'threads', '<*>', '<*>', '<*>', '<*>')",8
E21,"('Refresh', 'request', 'received', '<*>', '<*>', 'null')",8
E22,"('Restored', '<*>', 'block', '<*>', '<*>', 'trash.')",8
E23,"('Added', 'volume', '-', '<*>', '<*>', 'DISK')",8
E24,"('IPC', 'Server', 'listener', 'on', '<*>', 'starting')",8
E25,"('Analyzing', 'storage', 'directories', 'for', 'bpid', '<*>')",8
E26,"('Formatting', 'block', 'pool', '<*>', 'directory', '<*>')",2
E27,"('Scheduling', '<*>', 'file', '<*>', 'for', 'deletion')",197222
E28,"('Cached', 'dfsUsed', 'found', 'for', '<*>', '<*>')",3
E29,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting', 'because', 'of', 'exception')",2
E30,"('Opened', '<*>', 'server', 'at', '<*>')",16
E31,"('Balancing', 'bandwith', '<*>', '<*>', 'bytes/s')",8
E32,"('Logging', 'to', '<*>', 'via', 'org.mortbay.log.Slf4jLog')",8
E33,"('Added', 'global', '<*>', ""'safety'"", '(class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)')",8
E34,"('Jetty', 'bound', '<*>', 'port', '<*>')",8
E35,"('Listening', 'HTTP', '<*>', 'on', '<*>')",8
E36,"('Starting', 'BPOfferServices', '<*>', 'nameservices:', '<*>')",8
E37,"('Locking', 'is', '<*>', '<*>', '<*>')",8
E38,"('Slow', 'manageWriterOsCache', 'took', '<*>', '(threshold=300ms)')",202
E39,"('Deleted', '<*>', '<*>', 'file', '<*>')",197222
E40,"('PacketResponder:', '<*>', '<*>', 'type=HAS_DOWNSTREAM_IN_PIPELINE', 'terminating')",122108
E41,"('Unable', 'to', 'initialize', 'FileSignerSecretProvider,', 'falling', 'back', 'to', 'use', 'random', 'secrets.')",8
E42,"('Block', 'pool', 'storage', 'directory', '<*>', 'is', 'not', 'formatted', 'for', '<*>')",2
E43,"('Time', 'taken', 'to', 'scan', 'block', 'pool', '<*>', 'on', '<*>', '<*>')",8
