EventId,EventTemplate,Occurrences
E0,"('STARTUP_MSG:', '')",6
E1,"('Formatting', '...')",2
E2,"('SHUTDOWN_MSG:', '')",2
E3,"('registered', 'UNIX', 'signal', 'handlers', 'for', '[TERM,', 'HUP,', 'INT]')",6
E4,"('Http', 'request', 'log', 'for', 'http.requests.datanode', 'is', 'not', 'defined')",6
E5,"('Storage', 'directory', '/opt/hdfs/data', 'is', 'not', 'formatted', 'for', '<*>')",1
E6,"('Took', '<*>', 'to', 'process', '<*>', 'commands', 'from', 'NN')",3
E7,"('Slow', 'flushOrSync', 'took', '<*>', '(threshold=300ms),', 'isSync:', 'false,', '<*>')",4
E8,"('loaded', 'properties', 'from', 'hadoop-metrics2.properties')",6
E9,"('DataNode', 'metrics', 'system', 'started')",6
E10,"('Using', 'callQueue', 'class', 'java.util.concurrent.LinkedBlockingQueue')",6
E11,"('Configured', 'hostname', '<*>', '<*>')",6
E12,"('Setting', 'up', '<*>', '<*>')",6
E13,"('Added', 'new', '<*>', '<*>')",6
E14,"('IPC', 'Server', 'Responder:', 'starting')",6
E15,"('Adding', 'block', 'pool', '<*>')",6
E16,"('RECEIVED', 'SIGNAL', '<*>', 'SIGTERM')",2
E17,"('PacketResponder:', '<*>', '<*>', 'type=HAS_DOWNSTREAM_IN_PIPELINE')",2
E18,"('IOException', 'in', 'BlockReceiver.run():', '')",1
E19,"('Exception', 'for', '<*>', '<*>')",1
E20,"('Scheduled', 'snapshot', 'period', '<*>', '<*>', 'second(s).')",6
E21,"('Initialized', 'block', 'scanner', '<*>', '<*>', '<*>')",6
E22,"('Starting', 'DataNode', '<*>', '<*>', '<*>', '<*>')",6
E23,"('Number', 'threads', '<*>', '<*>', '<*>', '<*>')",6
E24,"('Refresh', 'request', 'received', '<*>', '<*>', 'null')",6
E25,"('Restored', '<*>', 'block', '<*>', '<*>', 'trash.')",6
E26,"('IPC', 'Server', 'listener', 'on', '<*>', 'starting')",6
E27,"('Analyzing', 'storage', 'directories', '<*>', 'bpid', '<*>')",6
E28,"('Added', 'volume', '-', '<*>', 'StorageType:', 'DISK')",6
E29,"('Formatting', 'block', 'pool', '<*>', 'directory', '<*>')",1
E30,"('Scheduling', '<*>', 'file', '<*>', 'for', 'deletion')",513011
E31,"('Cached', 'dfsUsed', 'found', '<*>', '<*>', '<*>')",2
E32,"('VolumeScanner(/opt/hdfs/data,', '<*>', 'exiting', '<*>', 'of', '<*>')",2
E33,"('Opened', '<*>', 'server', 'at', '<*>')",12
E34,"('Balancing', 'bandwith', '<*>', '<*>', 'bytes/s')",6
E35,"('Logging', 'to', '<*>', 'via', 'org.mortbay.log.Slf4jLog')",6
E36,"('Added', 'global', '<*>', ""'safety'"", '(class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)')",6
E37,"('Locking', '<*>', '<*>', 'for', '<*>')",6
E38,"('Jetty', 'bound', '<*>', 'port', '<*>')",6
E39,"('Listening', 'HTTP', '<*>', 'on', '<*>')",6
E40,"('Starting', 'BPOfferServices', '<*>', 'nameservices:', '<*>')",6
E41,"('PacketResponder:', '<*>', '<*>', 'type=HAS_DOWNSTREAM_IN_PIPELINE', 'terminating')",448268
E42,"('Deleted', '<*>', '<*>', 'file', '<*>')",513011
